Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,34.47249985,35.03749847,34.40000153,34.94749832,32.84741974,145658400
2017-03-02,35,35.06999969,34.68999863,34.74000168,32.65239716,104844000
2017-03-03,34.69499969,34.95750046,34.64749908,34.94499969,32.84507751,84432400
2017-03-06,34.84249878,34.94250107,34.65000153,34.83499908,32.74168777,87000000
2017-03-07,34.76499939,34.99499893,34.69749832,34.88000107,32.78398895,69785200
2017-03-08,34.73749924,34.95000076,34.70500183,34.75,32.6618042,74828800
2017-03-09,34.68500137,34.69749832,34.26250076,34.66999817,32.58660126,88623600
2017-03-10,34.8125,34.84000015,34.65999985,34.78499985,32.69469833,78451200
2017-03-13,34.71250153,34.85749817,34.70500183,34.79999924,32.70879364,69686800
2017-03-14,34.82500076,34.91249847,34.70999908,34.74750137,32.65945435,61236400
2017-03-15,34.85250092,35.1875,34.75749969,35.11500168,33.00486374,102767200
2017-03-16,35.18000031,35.25500107,35.06499863,35.17250061,33.05891418,76928000
2017-03-17,35.25,35.25,34.97249985,34.99750137,32.89442825,175540000
2017-03-20,35.09999847,35.375,35.05749893,35.36500168,33.23984909,86168000
2017-03-21,35.52750015,35.70000076,34.93249893,34.95999908,32.85917282,158119600
2017-03-22,34.96250153,35.40000153,34.93999863,35.35499954,33.23043823,103440800
2017-03-23,35.31499863,35.39500046,35.15250015,35.22999954,33.11294937,81385200
2017-03-24,35.375,35.43500137,35.08750153,35.15999985,33.04715347,89582400
2017-03-27,34.84749985,35.30500031,34.65499878,35.22000122,33.10354996,94300400
2017-03-28,35.22750092,36.00999832,35.15499878,35.95000076,33.78968811,133499200
2017-03-29,35.91999817,36.12250137,35.79750061,36.02999878,33.86487198,116760000
2017-03-30,36.04750061,36.125,35.875,35.98249817,33.82022095,84829200
2017-03-31,35.93000031,36.06750107,35.75249863,35.91500092,33.75679016,78646800
2017-04-03,35.92750168,36.02999878,35.76250076,35.92499924,33.76618195,79942800
2017-04-04,35.8125,36.22249985,35.79249954,36.19250107,34.01761627,79565600
2017-04-05,36.05500031,36.36500168,35.95249939,36.00500107,33.84138489,110871600
2017-04-06,36.07249832,36.13000107,35.86249924,35.91500092,33.75679016,84596000
2017-04-07,35.93249893,36.04499817,35.81750107,35.83499908,33.68159103,66688800
2017-04-10,35.90000153,35.97000122,35.72499847,35.79249954,33.64165115,75733600
2017-04-11,35.73500061,35.83750153,35.01499939,35.40750122,33.27978134,121517600
2017-04-12,35.40000153,35.53749847,35.25249863,35.45000076,33.31973648,81400000
2017-04-13,35.47750092,35.59500122,35.26250076,35.26250076,33.14349365,71291600
2017-04-17,35.36999893,35.47000122,35.21749878,35.45750046,33.32678223,66328400
2017-04-18,35.35250092,35.50999832,35.27750015,35.29999924,33.17874146,58790000
2017-04-19,35.47000122,35.5,35.11249924,35.16999817,33.05656052,69313600
2017-04-20,35.30500031,35.72999954,35.29000092,35.61000061,33.47011948,93278400
2017-04-21,35.61000061,35.66999817,35.46250153,35.56750107,33.43016815,69283600
2017-04-24,35.875,35.98749924,35.79499817,35.90999985,33.75208664,68537200
2017-04-25,35.97750092,36.22499847,35.96749878,36.13249969,33.96123123,75486000
2017-04-26,36.11750031,36.15000153,35.84500122,35.91999817,33.76148605,80164800
2017-04-27,35.97999954,36.04000092,35.82749939,35.94749832,33.78734207,56985200
2017-04-28,36.02249908,36.07500076,35.81750107,35.91249847,33.75444412,83441600
2017-05-01,36.27500153,36.79999924,36.24000168,36.64500046,34.44292068,134411600
2017-05-02,36.88499832,37.02249908,36.70999908,36.87749863,34.66144562,181408800
2017-05-03,36.39749908,36.87250137,36.06750107,36.76499939,34.55570602,182788000
2017-05-04,36.63000107,36.78499985,36.45249939,36.63249969,34.4311676,93487600
2017-05-05,36.68999863,37.24499893,36.68999863,37.24000168,35.00216675,109310800
2017-05-08,37.25749969,38.42499924,37.25749969,38.25249863,35.95382309,195009600
2017-05-09,38.46749878,38.72000122,38.36249924,38.49750137,36.1841011,156521600
2017-05-10,38.40750122,38.48500061,38.02750015,38.31499863,36.01255798,103222800
2017-05-11,38.11249924,38.51750183,38.07749939,38.48749924,36.32402039,109020400
2017-05-12,38.67499924,39.10499954,38.66749954,39.02500153,36.83130264,130108000
2017-05-15,39.00249863,39.16249847,38.76250076,38.92499924,36.73693085,104038800
2017-05-16,38.98500061,39.01499939,38.68000031,38.86750031,36.68265152,80194000
